step,user,action,click,ctr,prob_taken,prob_optimal,regret,policy
1,117,10,1.0,1.0,0.7643834831989839,0.8166918668069486,0.05230838360796475,linucb_1.0
2,40,10,1.0,1.0,0.44867837567967206,0.9071283170654472,0.5107583249937399,linucb_1.0
3,11,10,1.0,1.0,0.4007447045780342,0.7859802147923032,0.8959938352080088,linucb_1.0
4,182,10,0.0,0.75,0.15270838916626886,0.8723115298100969,1.6155969758518367,linucb_1.0
5,59,10,0.0,0.6,0.3639238465024377,0.910671072899543,2.162344202248942,linucb_1.0
6,124,0,0.0,0.5,0.5864982169264836,0.7680465810878077,2.343892566410266,linucb_1.0
7,153,1,0.0,0.42857142857142855,0.53210425062613,0.7628559470438463,2.5746442628279826,linucb_1.0
8,68,2,1.0,0.5,0.5922499415532625,0.7476619444374251,2.730056265712145,linucb_1.0
9,83,2,0.0,0.4444444444444444,0.6732112158379767,0.8739189323152181,2.9307639821893865,linucb_1.0
10,33,3,1.0,0.5,0.6205996870801832,0.6349092427566773,2.9450735378658806,linucb_1.0
11,101,3,1.0,0.5454545454545454,0.49736200615010023,0.6413425461964829,3.0890540779122633,linucb_1.0
12,132,3,1.0,0.5833333333333334,0.6790817513585476,0.7326547856934745,3.1426271122471903,linucb_1.0
13,138,3,0.0,0.5384615384615384,0.6267873818728812,0.8279581644734407,3.34379789484775,linucb_1.0
14,133,3,1.0,0.5714285714285714,0.792792500198531,0.8444924505600033,3.3954978452092224,linucb_1.0
15,185,3,1.0,0.6,0.5328277399675456,0.8189133636568519,3.6815834688985287,linucb_1.0
16,148,3,0.0,0.5625,0.3324518062835545,0.8053602728471555,4.15449193546213,linucb_1.0
17,128,4,0.0,0.5294117647058824,0.5071951923114006,0.9324422160974996,4.579738959248229,linucb_1.0
18,142,5,0.0,0.5,0.32256450165949163,0.8774896115822299,5.1346640691709675,linucb_1.0
19,141,6,1.0,0.5263157894736842,0.34935397124441886,0.8336170261934358,5.618927124119985,linucb_1.0
20,112,6,0.0,0.5,0.18057005334113946,0.8642714521426764,6.3026285229215215,linucb_1.0
21,76,8,1.0,0.5238095238095238,0.3567543028933293,0.892451287286471,6.838325507314663,linucb_1.0
22,122,8,1.0,0.5454545454545454,0.6562708690054155,0.8117325464256798,6.993787184734928,linucb_1.0
23,14,8,0.0,0.5217391304347826,0.565484364541586,0.686087161459092,7.114389981652434,linucb_1.0
24,131,11,1.0,0.5416666666666666,0.6825896815382124,0.8412446601331923,7.273044960247414,linucb_1.0
